Frekuensi,Z-M1,Fase,Kategori
35000,3605.42,-3.078,diabetes
40000,3589.578,-1.04,diabetes
45000,3572.132,0.94,diabetes
50000,3561.438,3.141,diabetes
55000,3548.449,5.31,diabetes
60000,3534.844,7.524,diabetes
65000,3519.312,9.785,diabetes
70000,3508.448,11.996,diabetes
75000,3490.415,14.177,diabetes
80000,3478.988,16.325,diabetes
85000,3449.452,18.55,diabetes
90000,3422.731,20.649,diabetes
95000,3411.526,22.898,diabetes
100000,3399.083,25.174,diabetes
100,4242.624,11.17,diabetes
150,4080.444,5.083,diabetes
200,3968.836,0.878,diabetes
250,3927.039,-1.914,diabetes
300,3895.889,-3.652,diabetes
350,3850.528,-5.076,diabetes
400,3827.149,-6.02,diabetes
450,3812.833,-6.832,diabetes
500,3809.976,-7.38,diabetes
550,3793.236,-7.978,diabetes
600,3791.815,-8.337,diabetes
650,3785.78,-8.639,diabetes
700,3780.463,-8.901,diabetes
750,3770.912,-9.066,diabetes
800,3768.793,-9.235,diabetes
850,3764.91,-9.432,diabetes
900,3756.102,-9.526,diabetes
950,3758.214,-9.601,diabetes
1000,3746.261,-9.717,diabetes
1500,3729.451,-10.362,diabetes
2000,3711.326,-10.644,diabetes
2500,3709.24,-10.428,diabetes
3000,3704.725,-10.303,diabetes
3500,3701.255,-10.405,diabetes
4000,3702.643,-10.69,diabetes
4500,3692.596,-10.656,diabetes
5000,3688.101,-10.478,diabetes
5500,3683.612,-10.165,diabetes
6000,3687.065,-10.567,diabetes
6500,3685.338,-10.572,diabetes
7000,3683.612,-10.519,diabetes
7500,3684.647,-10.471,diabetes
8000,3675.338,-10.297,diabetes
8500,3674.305,-10.411,diabetes
9000,3676.027,-10.094,diabetes
9500,3678.094,-10.161,diabetes
10000,3676.716,-9.874,diabetes
15000,3662.619,-9.114,diabetes
20000,3657.133,-8.051,diabetes
25000,3640.041,-6.829,diabetes
30000,3634.247,-4.949,diabetes
35000,3622.349,-3.053,diabetes
40000,3604.744,-1.04,diabetes
45000,3577.826,1.013,diabetes
50000,3567.45,3.071,diabetes
55000,3557.77,5.308,diabetes
60000,3544.461,7.56,diabetes
65000,3526.243,9.859,diabetes
70000,3519.312,11.968,diabetes
75000,3504.505,14.245,diabetes
80000,3484.533,16.383,diabetes
85000,3457.217,18.53,diabetes
90000,3429.794,20.669,diabetes
95000,3419.846,22.91,diabetes
100000,3399.401,25.136,diabetes
