,Frekuensi,Z-M1,Fase,Kategori
3501,30000,3150.079,-5.108,diabetes
3502,1500,3736.052,-9.087,diabetes
3503,2500,4615.459,1.844,Sehat
3504,5500,4003.569,-3.283,prediabet
3505,10000,3208.46,-10.378,diabetes
3506,10000,4499.324,1.786,Sehat
3507,45000,3646.823,1.97,diabetes
3508,9500,4045.044,-2.177,prediabet
3509,35000,3886.774,3.607,prediabet
3510,85000,4313.568,29.457,Sehat
3511,9500,4086.183,-2.271,prediabet
3512,350,3743.805,-5.06,diabetes
3513,200,3945.848,0.757,diabetes
3514,500,3795.013,-7.423,diabetes
3515,600,3966.977,-5.711,diabetes
3516,900,4807.904,3.686,Sehat
3517,150,4101.092,6.231,diabetes
3518,90000,3782.235,27.297,prediabet
3519,550,4138.195,0.23,prediabet
3520,25000,3625.405,-4.578,diabetes
3521,2000,4019.731,-2.321,prediabet
3522,600,4259.352,0.083,prediabet
3523,7500,3344.432,-10.486,diabetes
3524,8500,3618.279,-10.444,diabetes
3525,9000,4503.119,1.632,Sehat
3526,4500,4539.975,1.686,Sehat
3527,65000,3887.502,17.857,prediabet
3528,45000,3694.672,3.072,diabetes
3529,7000,4506.918,1.422,Sehat
3530,250,4030.291,0.893,diabetes
3531,75000,4075.096,22.118,prediabet
3532,65000,3826.074,16.735,prediabet
3533,300,3680.462,-2.462,diabetes
3534,95000,3371.805,22.877,diabetes
3535,80000,4320.04,27.212,Sehat
3536,100000,3869.696,33.154,prediabet
3537,7000,3462.079,-8.974,diabetes
3538,80000,3809.62,22.896,prediabet
3539,65000,3957.326,17.831,prediabet
3540,400,5085.924,8.2,Sehat
3541,600,3554.771,-8.219,diabetes
3542,4500,4203.059,-2.821,prediabet
3543,60000,4368.066,18.26,Sehat
3544,300,5262.859,11.37,Sehat
3545,3000,4161.914,-2.644,prediabet
3546,1500,3750.124,-7.73,diabetes
3547,40000,3544.087,-0.006,diabetes
3548,60000,3489.434,9.637,diabetes
3549,9000,4501.01,1.709,Sehat
3550,1000,4774.238,3.283,Sehat
3551,55000,4085.8,13.36,prediabet
3552,3000,4175.584,-2.676,prediabet
3553,5000,3794.302,-8.47,diabetes
3554,550,4948.669,5.977,Sehat
3555,25000,4142.074,1.249,prediabet
3556,65000,4143.239,17.795,prediabet
3557,2000,4647.135,2.039,Sehat
3558,9000,3639.699,-10.299,diabetes
3559,70000,3543.133,13.922,diabetes
3560,200,3969.58,0.972,diabetes
3561,85000,3739.248,24.932,prediabet
3562,80000,3161.906,16.267,diabetes
3563,3500,4013.71,-3.679,prediabet
3564,45000,3875.138,7.933,prediabet
3565,70000,3351.647,13.999,diabetes
3566,400,4062.896,0.869,prediabet
3567,850,3423.652,-8.232,diabetes
3568,90000,3498.928,22.725,diabetes
3569,75000,3429.151,14.173,diabetes
3570,300,4276.546,4.505,prediabet
3571,95000,2937.148,22.611,diabetes
3572,150,4610.705,12.547,prediabet
3573,65000,3034.777,9.695,diabetes
3574,20000,3235.326,-8.073,diabetes
3575,50000,3809.976,9.715,prediabet
3576,45000,3910.15,7.984,prediabet
3577,50000,4395.984,13.768,Sehat
3578,950,4754.151,3.368,Sehat
3579,9000,4507.34,1.806,Sehat
3580,10000,3835.046,-8.057,diabetes
3581,300,5285.095,11.002,Sehat
3582,3500,4569.848,1.514,Sehat
3583,9000,3854.498,-8.662,diabetes
3584,60000,3206.657,7.475,diabetes
3585,95000,3985.978,30.811,prediabet
3586,95000,3682.232,24.95,diabetes
3587,6500,3978.516,-3.381,prediabet
3588,250,4528.929,6.707,prediabet
3589,750,4846.801,4.375,Sehat
3590,4500,3677.405,-10.439,diabetes
3591,20000,3391.089,-6.851,diabetes
3592,6000,3345.686,-10.623,diabetes
3593,50000,3564.066,4.118,diabetes
3594,6500,3679.473,-10.656,diabetes
3595,5000,3674.994,-10.598,diabetes
3596,25000,3660.517,-5.607,diabetes
3597,7500,4016.343,-2.404,prediabet
3598,55000,3285.075,6.508,diabetes
3599,30000,3557.103,-5.126,diabetes
3600,2000,4608.978,1.873,Sehat
3601,550,3636.291,-7.909,diabetes
3602,7000,3992.332,-2.503,prediabet
3603,5500,3460.458,-8.714,diabetes
3604,6000,3736.446,-5.475,prediabet
3605,400,3689.829,-5.895,diabetes
3606,80000,3415.962,17.523,diabetes
3607,3000,4041.635,-2.379,prediabet
3608,450,3802.844,-6.877,diabetes
3609,1000,3400.357,-9.687,diabetes
3610,90000,3752.233,27.822,prediabet
3611,35000,3622.349,-3.053,diabetes
3612,350,3601.368,-4.842,diabetes
3613,300,4034.824,4.123,prediabet
3614,85000,3382.563,20.525,diabetes
3615,10000,3661.247,-8.266,diabetes
3616,7500,3386.051,-10.538,diabetes
3617,900,4095.765,-2.251,prediabet
3618,5500,3349.723,-8.965,diabetes
3619,90000,3775.861,28.869,prediabet
3620,45000,3554.438,3.041,diabetes
3621,900,4034.446,-2.211,prediabet
3622,95000,3882.77,31.018,prediabet
3623,200,5637.523,15.917,Sehat
3624,100000,3422.09,27.071,diabetes
3625,700,3759.975,-8.955,diabetes
3626,10000,3731.504,-8.816,diabetes
3627,650,4890.134,5.003,Sehat
3628,6500,4495.531,1.179,Sehat
3629,700,4860.899,4.562,Sehat
3630,100000,4265.742,36.222,Sehat
3631,6000,3957.326,-2.367,prediabet
3632,4000,3723.167,-8.067,diabetes
3633,10000,4472.006,1.639,Sehat
3634,40000,4368.475,9.494,Sehat
3635,7500,3610.785,-9.669,diabetes
3636,9000,3698.438,-9.168,diabetes
3637,50000,3550.777,3.118,diabetes
3638,300,5263.353,11.196,Sehat
3639,3000,3310.761,-10.744,diabetes
3640,1000,3947.327,-7.467,diabetes
3641,55000,3200.954,5.24,diabetes
3642,35000,4128.514,4.924,prediabet
3643,6500,3549.403,-9.585,diabetes
3644,35000,3573.806,-3.12,diabetes
3645,9000,3400.316,-9.091,diabetes
3646,3000,3887.867,-9.144,diabetes
3647,350,3806.409,-5.12,diabetes
3648,65000,3639.358,11.8,diabetes
3649,700,4116.154,-0.738,prediabet
3650,2000,3629.143,-10.552,diabetes
3651,600,4152.177,-1.92,prediabet
3652,95000,3865.348,31.027,prediabet
3653,2500,4619.786,1.6,Sehat
3654,250,4346.429,5.744,prediabet
3655,300,4514.948,4.796,prediabet
3656,400,4286.174,2.352,prediabet
3657,5000,3741.701,-5.257,prediabet
3658,20000,3620.314,-8.083,diabetes
3659,450,5013.538,7.514,Sehat
3660,3500,3734.651,-9.291,diabetes
3661,8500,3406.374,-9.276,diabetes
3662,9500,3729.102,-5.111,prediabet
3663,9500,4474.94,1.685,Sehat
3664,4000,3827.149,-4.545,prediabet
3665,6500,3701.904,-9.821,diabetes
3666,90000,4041.635,28.635,prediabet
3667,150,4573.703,12.26,prediabet
3668,35000,3939.199,5.031,prediabet
3669,7000,3813.905,-4.334,prediabet
3670,5500,3278.658,-10.766,diabetes
3671,25000,4118.469,1.246,prediabet
3672,1000,3933.299,-7.491,diabetes
3673,9000,3183.01,-10.41,diabetes
3674,350,3905.391,-2.558,diabetes
3675,65000,3453.291,10.742,diabetes
3676,35000,3904.659,3.761,prediabet
3677,9000,3839.36,-8.204,diabetes
3678,35000,3632.886,-0.984,diabetes
3679,8000,4508.185,1.594,Sehat
3680,650,4886.012,4.99,Sehat
3681,8500,3926.671,-3.934,prediabet
3682,500,3651.268,-5.311,diabetes
3683,700,3650.242,-7.738,diabetes
3684,10000,3659.488,-9.109,diabetes
3685,4000,3826.074,-8.484,diabetes
3686,400,3770.559,-5.95,diabetes
3687,20000,4477.876,3.323,Sehat
3688,900,3909.051,-7.194,diabetes
3689,250,4387.343,6.319,prediabet
3690,500,4139.358,-0.357,prediabet
3691,4000,3058.718,-9.63,diabetes
3692,45000,3302.357,2.213,diabetes
3693,70000,3508.448,11.996,diabetes
3694,6000,4075.096,-2.351,prediabet
3695,5500,3584.494,-9.463,diabetes
3696,3500,4574.989,1.529,Sehat
3697,20000,3718.983,-6.455,diabetes
3698,100000,4231.508,36.025,Sehat
3699,5500,3392.084,-10.401,diabetes
3700,7000,3404.82,-10.528,diabetes
3701,1000,4226.754,-1.487,prediabet
3702,90000,4254.167,31.519,Sehat
3703,45000,3294.979,0.892,diabetes
3704,25000,3220.205,-6.854,diabetes
3705,650,4112.299,-0.528,prediabet
3706,900,3662.918,-8.319,diabetes
3707,75000,3879.498,22.273,prediabet
3708,100000,3936.986,32.917,prediabet
3709,7000,3683.612,-10.519,diabetes
3710,300,3695.019,-1.044,diabetes
3711,50000,3593.616,5.19,diabetes
3712,150,4068.61,5.067,diabetes
3713,6500,4516.217,1.479,Sehat
3714,55000,3066.215,5.12,diabetes
3715,60000,3645.501,9.619,diabetes
3716,30000,3309.831,-5.059,diabetes
3717,500,3845.841,-4.563,diabetes
3718,550,4121.943,-0.855,prediabet
3719,40000,3111.36,-1.206,diabetes
3720,85000,3980.38,26.471,prediabet
3721,600,3703.639,-7.13,diabetes
3722,65000,3861.004,17.885,prediabet
3723,450,4262.146,1.307,prediabet
3724,75000,3299.573,15.277,diabetes
3725,600,3938.461,-6.205,diabetes
3726,550,3482.901,-5.194,diabetes
3727,5000,3942.153,-4.05,prediabet
3728,65000,3740.65,11.808,diabetes
3729,4500,3943.261,-3.807,prediabet
3730,8500,3644.818,-10.527,diabetes
3731,65000,3165.76,9.695,diabetes
3732,350,3583.865,-4.75,diabetes
3733,3000,3992.332,-2.482,prediabet
3734,650,4156.458,-0.366,prediabet
3735,550,3793.236,-7.978,diabetes
3736,250,4372.979,6.343,prediabet
3737,450,3441.34,-5.523,diabetes
3738,250,4374.619,5.154,prediabet
3739,45000,4031.424,8.983,prediabet
3740,55000,3506.147,5.297,diabetes
3741,50000,2890.16,4.242,diabetes
3742,900,3756.102,-9.526,diabetes
3743,6500,3228.059,-11.021,diabetes
3744,100,4894.259,18.393,prediabet
3745,650,3787.863,-7.345,diabetes
3746,9000,4481.233,1.368,Sehat
3747,50000,3159.241,2.944,diabetes
3748,250,4115.383,0.89,diabetes
3749,65000,3502.494,10.831,diabetes
3750,5500,3798.571,-8.405,diabetes
3751,600,3620.653,-8.256,diabetes
3752,9000,3570.416,-9.199,diabetes
3753,400,4073.187,1.118,prediabet
3754,3000,3763.455,-9.109,diabetes
3755,8500,3697.052,-9.257,diabetes
3756,40000,3913.816,6.996,prediabet
3757,7500,4486.695,1.231,Sehat
3758,950,4095.382,-1.467,prediabet
3759,15000,4190.477,-1.368,prediabet
3760,150,4350.096,7.881,diabetes
3761,90000,3576.107,21.604,diabetes
3762,700,3606.39,-7.539,diabetes
3763,600,4243.021,-0.019,prediabet
3764,1500,3309.831,-10.304,diabetes
3765,900,4152.177,-1.214,prediabet
3766,30000,4417.867,5.878,Sehat
3767,40000,3911.616,7.06,prediabet
3768,800,4099.604,-1.284,prediabet
3769,80000,3137.707,16.302,diabetes
3770,2500,3971.44,-2.328,prediabet
3771,400,3611.167,-3.477,diabetes
3772,15000,3869.334,-2.49,prediabet
3773,30000,3959.551,1.739,prediabet
3774,75000,3846.922,22.312,prediabet
3775,350,3803.511,-3.622,diabetes
3776,15000,3538.446,-8.156,diabetes
3777,2500,4060.993,-2.368,prediabet
3778,4000,3240.18,-10.968,diabetes
3779,10000,3696.057,-7.77,diabetes
3780,85000,3691.558,24.812,prediabet
3781,550,3955.472,-5.534,diabetes
3782,850,4099.989,-1.849,prediabet
3783,950,3893.334,-7.343,diabetes
3784,550,4130.448,-1.033,prediabet
3785,95000,4276.546,33.955,Sehat
3786,35000,4051.113,5.0,prediabet
3787,300,4429.057,4.97,prediabet
3788,750,3520.961,-9.016,diabetes
3789,7500,3534.138,-9.286,diabetes
3790,7000,3629.824,-10.619,diabetes
3791,800,3545.125,-9.244,diabetes
3792,350,3894.747,-3.732,diabetes
3793,8500,4479.974,1.71,Sehat
3794,7500,3598.67,-10.604,diabetes
3795,600,4914.477,5.319,Sehat
3796,4000,3674.994,-9.048,diabetes
3797,350,4089.247,2.191,prediabet
3798,85000,3514.656,19.46,diabetes
3799,9000,3191.67,-10.532,diabetes
3800,150,4076.241,5.142,diabetes
3801,50000,4357.03,13.655,Sehat
3802,80000,4299.044,27.022,Sehat
3803,750,3906.123,-6.777,diabetes
3804,20000,3526.201,-6.96,diabetes
3805,800,3908.319,-6.859,diabetes
3806,35000,3552.73,-1.976,diabetes
3807,300,4297.835,3.39,prediabet
3808,850,3417.604,-9.388,diabetes
3809,750,4852.253,4.334,Sehat
3810,650,3850.482,-7.366,diabetes
3811,900,4804.752,3.607,Sehat
3812,800,3394.309,-9.183,diabetes
3813,950,4200.697,-1.45,prediabet
3814,800,3432.044,-9.235,diabetes
3815,3000,4602.073,1.897,Sehat
3816,4000,3700.517,-9.768,diabetes
3817,450,4410.836,1.514,prediabet
3818,15000,3324.126,-9.448,diabetes
3819,6500,3894.064,-3.922,prediabet
3820,300,4040.499,-1.066,diabetes
3821,900,4801.602,3.54,Sehat
3822,500,3544.087,-5.523,diabetes
3823,350,3539.772,-3.874,diabetes
3824,3000,3434.939,-10.309,diabetes
3825,1500,4060.993,-2.142,prediabet
3826,250,4264.943,4.932,prediabet
3827,7500,4235.872,-2.587,prediabet
3828,6500,3685.338,-10.572,diabetes
3829,9500,3659.532,-10.376,diabetes
3830,5000,4017.472,-3.581,prediabet
3831,100,4482.913,14.153,diabetes
3832,55000,3438.481,7.408,diabetes
3833,2000,4014.086,-2.433,prediabet
3834,100,4383.234,11.747,diabetes
3835,350,3744.507,-2.444,diabetes
3836,150,4134.27,6.807,diabetes
3837,350,4142.074,2.08,prediabet
3838,2000,3745.559,-7.508,diabetes
3839,90000,3366.438,22.743,diabetes
3840,350,3850.528,-5.076,diabetes
3841,3000,3742.357,-9.252,diabetes
3842,55000,3516.346,7.392,diabetes
3843,8000,3789.684,-7.988,diabetes
3844,100000,3431.401,27.053,diabetes
3845,850,3946.958,-2.492,prediabet
3846,50000,4361.114,13.673,Sehat
3847,650,3822.849,-6.506,diabetes
3848,95000,3853.776,29.585,prediabet
3849,300,3951.72,-2.303,diabetes
3850,9000,3699.869,-7.39,diabetes
3851,70000,3493.687,13.873,diabetes
3852,1500,3300.231,-10.234,diabetes
3853,8500,3858.111,-3.875,prediabet
3854,850,4794.859,3.963,Sehat
3855,35000,3699.869,-0.99,diabetes
3856,75000,3012.962,14.031,diabetes
3857,4500,4514.525,1.482,Sehat
3858,9500,3265.475,-10.366,diabetes
3859,4500,3632.886,-10.758,diabetes
3860,8500,4487.536,1.289,Sehat
3861,9000,3401.95,-10.21,diabetes
3862,400,5072.599,8.438,Sehat
3863,6000,3031.614,-9.439,diabetes
3864,5500,4499.745,1.189,Sehat
3865,5500,3974.79,-3.063,prediabet
3866,25000,3591.26,-4.608,diabetes
3867,8500,3850.528,-8.298,diabetes
3868,600,3441.704,-8.196,diabetes
3869,100000,3312.583,26.147,diabetes
3870,4500,3692.596,-10.656,diabetes
3871,40000,3550.777,-1.104,diabetes
3872,600,4905.277,5.363,Sehat
3873,90000,3656.105,26.962,prediabet
3874,5000,4202.272,-2.814,prediabet
3875,150,4636.263,13.167,prediabet
3876,7500,3737.847,-4.959,prediabet
3877,900,3667.726,-8.221,diabetes
3878,4500,3355.377,-9.456,diabetes
3879,4000,3967.721,-2.59,prediabet
3880,90000,2909.758,22.71,diabetes
3881,550,3955.472,-5.515,diabetes
3882,3000,4589.586,1.549,Sehat
3883,400,4229.13,1.14,prediabet
3884,100000,3427.866,26.97,diabetes
3885,100,4925.54,19.847,prediabet
3886,45000,4399.28,11.587,Sehat
3887,7500,3222.922,-10.869,diabetes
3888,250,4387.754,6.392,prediabet
3889,55000,4343.579,15.86,Sehat
3890,250,4407.531,6.466,prediabet
3891,250,4237.46,5.534,prediabet
3892,3500,3701.255,-10.405,diabetes
3893,5500,4521.721,1.599,Sehat
3894,40000,3697.096,0.991,diabetes
3895,1500,3432.003,-9.029,diabetes
3896,9500,3943.631,-2.061,prediabet
3897,50000,3921.156,9.79,prediabet
3898,100,4642.783,13.661,diabetes
3899,500,4135.482,0.72,prediabet
3900,6000,4495.952,1.523,Sehat
3901,35000,3848.003,3.479,prediabet
3902,800,4810.608,4.113,Sehat
3903,2500,4011.079,-3.654,prediabet
3904,15000,3824.282,-2.51,prediabet
3905,800,3891.876,-6.836,diabetes
3906,45000,3166.056,0.828,diabetes
3907,6000,3687.065,-10.567,diabetes
3908,650,4275.745,-0.287,prediabet
3909,3000,4008.449,-3.764,prediabet
3910,350,4108.063,2.127,prediabet
3911,600,3744.507,-6.647,diabetes
3912,6500,3948.067,-2.372,prediabet
3913,10000,3588.905,-10.239,diabetes
3914,200,4077.72,2.143,diabetes
3915,20000,4477.456,3.281,Sehat
3916,30000,3031.65,-2.82,diabetes
3917,100000,3285.075,26.025,diabetes
3918,450,4013.334,-4.311,diabetes
3919,750,3968.836,-3.766,prediabet
3920,30000,3716.545,-2.892,diabetes
3921,90000,3968.093,28.654,prediabet
3922,3000,3638.336,-10.731,diabetes
3923,30000,3681.152,-3.908,diabetes
3924,55000,3778.693,11.843,prediabet
3925,100000,3712.717,32.069,prediabet
3926,100000,3779.755,33.222,prediabet
3927,9500,3942.523,-3.338,prediabet
3928,5000,3882.77,-4.438,prediabet
3929,2500,4624.116,1.872,Sehat
3930,8000,3455.274,-8.482,diabetes
3931,4000,3872.598,-9.033,diabetes
3932,90000,3455.274,22.7,diabetes
3933,800,3928.143,-2.966,prediabet
3934,100,4971.906,20.42,prediabet
3935,3500,4538.274,1.535,Sehat
3936,55000,3836.484,11.964,prediabet
3937,550,3761.737,-6.083,diabetes
3938,3500,4527.232,1.36,Sehat
3939,35000,3137.119,-3.244,diabetes
3940,8500,3687.41,-8.707,diabetes
3941,6500,3734.302,-9.385,diabetes
3942,2500,3391.448,-10.62,diabetes
3943,4500,4544.657,1.444,Sehat
3944,90000,3898.81,28.791,prediabet
3945,200,4028.403,3.609,diabetes
3946,250,5423.038,13.435,Sehat
3947,7000,4166.205,-2.578,prediabet
3948,450,4171.283,1.28,prediabet
3949,35000,4397.22,7.612,Sehat
3950,5500,4168.548,-2.463,prediabet
3951,650,3776.215,-8.642,diabetes
3952,50000,3432.003,4.155,diabetes
3953,60000,3662.619,9.619,diabetes
3954,9500,3883.498,-3.911,prediabet
3955,85000,2970.914,18.315,diabetes
3956,4500,4507.763,1.352,Sehat
3957,2500,3280.501,-10.729,diabetes
3958,550,4944.034,5.885,Sehat
3959,55000,3859.196,11.947,prediabet
3960,50000,4389.81,13.792,Sehat
3961,8000,3653.366,-7.637,diabetes
3962,2500,3759.271,-4.945,prediabet
3963,15000,3609.137,-5.388,diabetes
3964,10000,3544.087,-8.914,diabetes
3965,35000,3621.671,-0.979,diabetes
3966,2500,3085.197,-9.6,diabetes
3967,750,3799.995,-6.557,diabetes
3968,35000,3018.33,-0.985,diabetes
3969,900,3749.422,-9.59,diabetes
3970,3500,4568.136,1.709,Sehat
3971,8500,3378.762,-10.384,diabetes
3972,45000,3602.0,2.092,diabetes
3973,40000,3004.786,0.992,diabetes
3974,55000,3760.68,7.412,diabetes
3975,600,3464.675,-5.316,diabetes
3976,95000,3726.308,29.896,prediabet
3977,800,3567.784,-9.235,diabetes
3978,80000,3149.488,16.323,diabetes
3979,95000,3496.919,23.876,diabetes
3980,60000,3866.072,14.721,prediabet
3981,45000,4369.703,11.47,Sehat
3982,4000,3357.893,-9.49,diabetes
3983,500,4320.04,0.873,prediabet
3984,750,4827.313,4.47,Sehat
3985,600,3452.362,-8.204,diabetes
3986,25000,3978.516,0.067,prediabet
3987,1000,4732.819,3.313,Sehat
3988,850,3809.217,-8.156,diabetes
3989,9000,4188.907,-2.329,prediabet
3990,600,4377.899,0.003,prediabet
3991,10000,4133.932,-2.109,prediabet
3992,250,4160.744,0.882,diabetes
3993,300,3890.053,-3.662,diabetes
3994,10000,3577.783,-9.138,diabetes
3995,150,4315.185,7.962,diabetes
3996,2500,4577.991,1.775,Sehat
3997,500,4165.815,-0.373,prediabet
3998,15000,4226.754,-1.42,prediabet
3999,100000,3655.077,31.359,prediabet
4000,50000,3954.361,9.742,prediabet
4001,4500,4109.988,-2.508,prediabet
4002,90000,2976.207,20.414,diabetes
4003,6000,3866.797,-8.342,diabetes
4004,800,3807.076,-8.044,diabetes
4005,65000,3637.995,15.982,prediabet
4006,7000,3999.445,-3.429,prediabet
4007,750,3678.395,-7.8,diabetes
4008,950,4141.686,-1.402,prediabet
4009,8000,4015.215,-3.223,prediabet
4010,2500,4577.133,1.623,Sehat
4011,150,5951.236,20.104,Sehat
4012,150,4259.7,6.424,diabetes
4013,20000,4076.623,-0.038,prediabet
4014,55000,4376.258,15.961,Sehat
4015,4500,4544.657,1.498,Sehat
4016,650,4193.619,-0.397,prediabet
4017,60000,3377.772,8.753,diabetes
4018,250,3927.407,-1.876,diabetes
4019,30000,4130.835,3.027,prediabet
4020,7500,4507.763,1.562,Sehat
4021,950,3405.777,-9.598,diabetes
4022,8000,3492.335,-9.371,diabetes
4023,70000,3305.143,13.096,diabetes
4024,400,4099.22,1.076,prediabet
4025,3500,3858.111,-9.216,diabetes
4026,15000,4469.074,2.28,Sehat
4027,2000,3695.711,-7.898,diabetes
4028,45000,3886.046,7.627,prediabet
4029,10000,4469.074,1.522,Sehat
4030,9000,4498.481,1.606,Sehat
4031,75000,3809.62,22.345,prediabet
4032,5000,4540.401,1.722,Sehat
4033,60000,4333.417,18.045,Sehat
4034,9500,4482.073,1.634,Sehat
4035,30000,3710.63,-2.918,diabetes
4036,650,3447.795,-7.439,diabetes
4037,900,3879.498,-7.144,diabetes
4038,45000,4072.424,9.028,prediabet
4039,100000,3393.95,25.971,diabetes
4040,7500,3880.588,-3.883,prediabet
4041,100000,3971.068,32.971,prediabet
4042,60000,4038.985,15.538,prediabet
4043,450,4243.817,1.327,prediabet
4044,350,4265.742,3.066,prediabet
4045,7000,3625.065,-10.634,diabetes
4046,650,3405.458,-8.399,diabetes
4047,45000,4002.069,9.105,prediabet
4048,50000,3686.719,5.207,diabetes
4049,40000,3640.338,0.125,diabetes
4050,850,3941.045,-7.077,diabetes
4051,15000,3839.001,-7.246,diabetes
4052,650,3785.78,-8.639,diabetes
4053,3500,3668.458,-7.933,diabetes
4054,900,3681.887,-9.56,diabetes
4055,9000,3375.281,-10.268,diabetes
4056,80000,3536.169,18.416,diabetes
4057,45000,3658.161,3.062,diabetes
4058,200,4295.42,7.684,prediabet
4059,100000,3678.439,31.379,prediabet
4060,85000,3461.106,20.516,diabetes
4061,30000,3797.147,-2.893,diabetes
4062,1500,3843.679,-7.992,diabetes
4063,85000,3771.265,25.592,prediabet
4064,750,4837.727,4.362,Sehat
4065,3500,4002.819,-2.645,prediabet
4066,450,3555.104,-4.104,diabetes
4067,65000,3939.569,17.84,prediabet
4068,650,4876.865,5.168,Sehat
4069,55000,3518.982,5.31,diabetes
4070,9000,3680.118,-9.194,diabetes
4071,3000,4541.251,1.424,Sehat
4072,450,3835.0,-5.331,diabetes
4073,250,4203.847,4.997,prediabet
4074,15000,3678.783,-9.6,diabetes
4075,4500,4008.073,-2.432,prediabet
4076,7000,3942.892,-3.651,prediabet
4077,55000,3548.449,5.31,diabetes
4078,2000,3889.324,-3.921,prediabet
4079,35000,3670.176,-0.986,diabetes
4080,800,4819.179,4.065,Sehat
4081,5500,3956.955,-1.965,prediabet
4082,30000,4455.278,6.015,Sehat
4083,65000,4328.953,20.395,Sehat
4084,550,3861.32,-6.709,diabetes
4085,7500,3404.141,-9.25,diabetes
4086,6500,3390.495,-10.753,diabetes
4087,4000,3683.568,-9.8,diabetes
4088,25000,3151.259,-6.851,diabetes
4089,1000,3741.351,-7.471,diabetes
4090,3500,4565.997,1.81,Sehat
4091,5000,4164.254,-2.824,prediabet
4092,3500,3892.97,-4.274,prediabet
4093,800,3955.102,-6.877,diabetes
4094,2500,4626.283,1.756,Sehat
4095,400,5097.373,8.188,Sehat
4096,1000,4022.745,-2.861,prediabet
4097,25000,3917.484,0.064,prediabet
4098,300,3916.016,-1.048,diabetes
4099,100000,4253.37,36.147,Sehat
4100,300,4398.868,4.707,prediabet
4101,650,3618.913,-7.232,diabetes
4102,90000,4294.615,31.724,Sehat
4103,900,3772.28,-8.279,diabetes
4104,90000,3676.027,26.976,prediabet
4105,1000,4734.149,3.313,Sehat
4106,3000,4554.034,1.639,Sehat
4107,50000,3294.013,4.271,diabetes
4108,40000,3678.439,5.371,prediabet
4109,400,4387.754,2.402,prediabet
4110,45000,4404.642,11.603,Sehat
4111,65000,4328.548,20.274,Sehat
4112,300,4324.494,4.602,prediabet
4113,2000,3721.379,-9.326,diabetes
4114,80000,3213.536,17.583,diabetes
4115,15000,4009.576,-2.883,prediabet
4116,750,4842.716,4.353,Sehat
4117,2000,4653.671,1.948,Sehat
4118,45000,4365.611,11.483,Sehat
4119,35000,4392.69,7.612,Sehat
4120,4000,4525.112,1.3,Sehat
4121,950,3936.617,-2.906,prediabet
4122,60000,3178.837,7.475,diabetes
4123,900,3937.723,-7.102,diabetes
4124,50000,3787.554,9.671,prediabet
4125,45000,3674.305,3.056,diabetes
4126,150,4694.397,13.604,prediabet
4127,2500,3271.906,-10.677,diabetes
4128,9500,3177.646,-10.247,diabetes
4129,450,4208.576,1.277,prediabet
4130,6000,3709.543,-9.351,diabetes
4131,350,4256.958,2.232,prediabet
4132,55000,3152.145,5.18,diabetes
4133,75000,3017.482,13.93,diabetes
4134,7000,3701.904,-9.593,diabetes
4135,450,3717.894,-5.286,diabetes
4136,1000,3738.898,-9.724,diabetes
4137,6500,3510.749,-8.382,diabetes
4138,8500,3878.771,-4.033,prediabet
4139,300,4082.356,-1.049,diabetes
4140,550,4318.016,0.529,prediabet
4141,700,3829.256,-7.571,diabetes
4142,9500,3830.019,-8.227,diabetes
4143,65000,3618.279,11.803,diabetes
4144,70000,3786.489,18.284,prediabet
4145,700,3794.257,-7.593,diabetes
4146,55000,3987.099,13.468,prediabet
4147,500,4004.695,-0.355,prediabet
4148,3000,4095.765,-2.474,prediabet
4149,3000,4542.954,1.418,Sehat
4150,1500,4703.643,2.471,Sehat
4151,9000,3659.189,-10.191,diabetes
4152,9500,4121.171,-2.147,prediabet
4153,70000,4325.71,22.602,Sehat
4154,700,4855.437,4.761,Sehat
4155,250,3791.459,0.88,diabetes
4156,750,4854.072,4.312,Sehat
4157,9500,4485.014,1.518,Sehat
4158,100000,3627.444,31.254,prediabet
4159,2000,3902.099,-4.052,prediabet
4160,5500,3351.019,-10.536,diabetes
4161,85000,3769.499,25.05,prediabet
4162,65000,3620.949,10.795,diabetes
4163,6500,3991.584,-3.427,prediabet
4164,1500,3900.637,-8.664,diabetes
4165,50000,4064.8,11.044,prediabet
4166,95000,2941.279,22.676,diabetes
4167,75000,3515.687,16.185,diabetes
4168,100,4793.062,19.549,prediabet
4169,300,3970.276,-2.349,diabetes
4170,3500,3644.818,-10.745,diabetes
4171,100,4881.436,17.861,prediabet
4172,600,4160.354,-0.064,prediabet
4173,750,4255.762,-0.847,prediabet
4174,4000,4136.645,-2.743,prediabet
4175,70000,3603.731,13.982,diabetes
4176,500,4051.872,-0.353,prediabet
4177,3000,3826.432,-8.54,diabetes
4178,50000,4169.329,11.073,prediabet
4179,85000,2823.515,19.703,diabetes
4180,20000,4069.372,0.11,prediabet
4181,6000,4003.945,-3.458,prediabet
4182,65000,3519.312,9.785,diabetes
4183,8000,3536.458,-9.162,diabetes
4184,400,4368.475,2.316,prediabet
4185,150,4443.605,11.778,prediabet
4186,30000,3946.218,1.841,prediabet
4187,450,3777.277,-6.82,diabetes
4188,250,3808.192,-1.804,diabetes
4189,450,5010.72,7.514,Sehat
4190,45000,2901.284,2.065,diabetes
4191,70000,3447.19,11.948,diabetes
4192,800,3725.61,-9.302,diabetes
